Name,TypeofKiller,Sex,Race,WhiteMale,WhiteMale20s,NumVics,country,state,County,City,US,birthyear,BirthDate,BirthPlace,Age1stKill,AgeLastKill,AgeGroup,MidtoLate20s,DateFirst,DateFinal,VictimCode,Code,Type,Height,Raised,FamEvent,AgeEvent,Rasied2,BirthRank,BirthCat,NumSibs,SchoolProb,Teased,Educ,Degree,IQ1,IQ2,VerbalIQ,PerfIQ,Military,Branch,Combat,Killed,AppliedCop,WorkedCop,Fired,Attrac,PhyDef,SpchDef,XYY,BrainAb,Chem,HeadInj,PoliceGroupie,BedWet,Animal,Fire,PsychAbuse,PhysAbuse,SexAbuse,ParMarSta,DadStable,MomStable,DadSA,MomSA,Killerabusealcohol,Killerabusedrugs,Married?,MaritalStatus,NumberofChildren,LivChild,LiveWith,SexualOrientation,Occupation,PreviousArrests,Previousjailorprisontime,AgeKill,AgeSeries,KilledPriortoSeries,KillMethod,KillwithHands,Weapon,Gun,Partner,MethodDescription,PartName,PartnerRelation,PartSex,VicSex,#Male,#Female,RaceofVictim,#White,#Black,#Hisp,#Asian,NatAm,VicAge,VicAgeAdult,ChildVictim,ActualAges,GetToCrime,LocAbduct,LocKilling,Rape,Torture,Soughtvictimtokill,Overkill,Quick,Blindfold,Bound,Mutilate,Totem,SexDeath,AteBody,DrankBlood,Posed,BodyTotem,ItemTotem,News,BodyLeft,LeftHidden,LeftBuried,Moved,MovedHide,MovedBuried,CutUp,TakenHome,DisorPoints,OrgDis,Mental,MentalFac,PsychologicalDiagnosis,DateArrested,KilledinmateorguardinPrison,WantAds,Confessed,NGRI,Sentence,Exec,DateDeath,Suicide,DeathMeth,SuspectedDeaths,ConfessedDeaths,ConvictedDeaths,YearsBetweenFirstandLast,YearFirst,YearFinal,2010,2000,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900,Century,DecadeStarted,Otherinformation,Nickname,Organizational,FrequencyCategory
"Johnson,AngelaRenee",Serial-Team-Twoevents,2,1,0,0,5,US,IA,CerroGordo,"MasonCity,Burchinal",1,1966,7/18/1966,,27,27,20,1,7/25/1993,11/4/1993,8.51,7.11,Avoidarrest-killinformant,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,1,Criminal-Drugdealer,,,27,27,0,2,0,3,,1,Shoot,"Honken,DustinLee;Johnson,Angela",Boyfriend,1,3,2,3,1,5,0,0,0,0,,1,1,"6,10,31,32",,,,0,0,1,0,1,,,0,,0,0,0,0,0,,,0,0,0,0,0,1,0,0,,1,,,,8/30/2001,0,0,4,0,3,,,,,5,5,4,0,1993,1993,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,5
"Johnson,BrandonDewayne",Serial,1,2,0,0,3,US,AR,Pulaski,LittleRock,1,1988,12/18/1988,US-AR-LittleRock,20,20,20,0,12/18/2008,1/13/2009,8.32,1.13,FinancialGain-Robbery-RandomStreet,70,,,,0,2,2,2,1,,10,None,68,"73,55",72,69,0,,,,,0,,,,,,1,,,,,,,0,0,0,,,,,,1,1,0,1,2,,,1,Restaurant-FastFood,1,1,20,20,0,2,0,3,1,0,Shoot,,,,1,3,0,7,1,,,1,,,1,0,"24,26,50",,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,1,,0,,1/14/2009,0,0,,0,60yrs,0,,,,3,,3,1,2008,2009,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,3
"Johnson,CecilJ.",Serial-Twoevents,1,2,0,0,4,US,TN,Davidson,Nashville,1,1956,8/29/1956,US-TN-MauryCounty,23,28,20,0,7/5/1980,7/7/1985,11,11,Multiplemotives,,,,,0,1,1,9,,,9,GED(prison),,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,1,Restaurant-Dishwasher,,,23,23,0,"1,2",1,3,,0,"Bludgeon,Shoot",,,,1,4,0,,,,,,,,1,1,"12,35,41",,,,0,0,1,0,1,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,7/6/1980,1,0,,,3,1,12/2/2009,0,1,4,,4,5,1980,1985,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,4
"Johnson,CleamonDemone",Serial-Organizational-Gang,1,2,0,0,9,US,CA,LosAngeles,LosAngeles,1,1967,10/15/1967,US-CA-LosAngeles,23,28,20,0,8/5/1991,1992,10.3,8,GangActivity,,1,,,0,3,2,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,0,2,0,3,,1,Shoot,"Allen,Michael;Johnson,Cleamon;Johnson,Timothy",Gang,1,3,7,2,2,0,9,0,0,0,,1,0,"26,26,30,31,33,42",,,,0,0,,,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,,,,,,0,1,,3,,,,,9,13,2,6,1990,1996,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,1,6+
"Johnson,Cory#27832-054",Serial-Organizational-Gang,1,2,0,0,8,US,VA-Federal,Richmond,Richmond,1,1968,,,24,24,20,1,1/14/1992,2/19/1992,10.3,8,GangActivity,,,,,,,,,,,,,77,74,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,24,24,0,"2,4",1,3,1,1,"Shoot,Stab","Johnson,Cory;Roane,James;Tipton,Richard",Gang,1,3,7,1,2,0,8,0,0,0,,1,0,34,,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,1,,0,,6/4/1991,0,0,0,0,3,,,,,8,0,8,0,1992,1992,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,1,6+
"Johnson,DavidEugene#J15432",Serial-Twomurders,1,2,0,0,2,US,FL,Nassau,FernandinaBeach,1,1983,7/2/1983,,15,17,10,0,8/26/1998,6/17/2001,11,1.1,FinancialGain-Robbery,70,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Maintenance,1,1,15,15,0,"1,4",1,,0,0,"Bludgeon,Stab",,,,2,0,2,7,1,1,0,0,0,,1,0,"31,64",,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,2,0,,,,2,0,1,3,1998,2001,0,1,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Johnson,DavidLee#155428",Serial-Twomurders,1,2,0,0,2,US,MI,Calhoun,BattleCreek,1,1960,1/3/1960,,18,34,10,0,9/11/1978,10/9/1994,,,,70,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,0,2,0,3,,0,Shoot,,,,,,,,,,,,,,1,0,,,,,0,0,,,,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,,0,0,1,0,2,0,1/6/2014,,,2,1,2,16,1978,1994,0,0,1,0,1,0,0,0,0,0,0,0,1900,1970,,,0,2
"Johnson,EddieJames",Serial-Twoevents,1,2,0,0,4,US,"IL,TX",Aransas,AransasPass,1,1952,7/31/1952,US-IL-Chicago,23,35,20,0,1975,9/29/1987,8.5,4.11,Anger-Revenge,74,,,,,,,,,,11,GED,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,Welder,,,23,23,0,2,0,3,1,0,Shoot,,,,3,1,2,7,2,0,1,0,0,,1,1,"10,29",,,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,3,1,6/17/1997,0,1,4,,4,12,1975,1987,0,0,0,1,1,0,0,0,0,0,0,0,1900,1970,,,0,4
"Johnson,EldredL.Jr#98B2295",Serial-Twomurders,1,2,0,0,2,US,NY,Monroe,"Rochester,Utica",1,1964,4/26/1964,,31,31,30,0,12/16/1995,1/1/1996,7.4,4,Anger,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,0,4,1,,0,0,Stab,,,,,1,,,1,,,,,,1,0,63,,,,0,0,1,,,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,1998,0,0,1,0,2,0,,,,2,2,2,1,1995,1996,0,0,1,,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Johnson,Emanuel",Serial-Twomurders,1,2,0,0,2,US,FL,Sarasota,Sarasota,1,1963,9/18/1963,,25,25,20,1,9/22/1988,10/4/1988,7.31,1.11,FinancialGain-Robbery-HomeInvasion,69,2,,,0,,,5,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,1,1,25,25,0,4,1,,0,0,Stab,,,,2,0,2,1,2,0,0,0,0,7,1,0,"44,73",,,1,1,0,1,1,,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,,,0,,10/12/1988,0,0,1,0,3,0,,,,2,2,2,0,1988,1988,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,2
"Johnson,GeorgeNorman",Serial-Twomurders,1,1,1,0,2,England,WestMidlands,WestMidlands,Wolverhampton,0,1963,,,23,47,20,0,1986,2/6/2011,,1.1,FinancialGain-Robbery,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,23,23,0,"1,4",1,,0,0,"Bludgeon,Stab",,,,3,1,1,1,2,0,0,0,0,,1,0,89,,,,0,0,0,,,,,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,2,0,,,,2,,2,15,1986,2001,0,1,0,1,0,0,0,0,0,0,0,0,1900,1980,Onparoleformurderduringsecondmurder,,0,2
"Johnson,JamesEarl",Serial-Twomurders,1,2,0,0,2,US,MA,Worcester,Worcester,1,1947,,,45,45,40,0,12/11/1992,1/10/1993,8.31,3.01,Enjoyment-Rape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,0,5,1,,0,0,Strangle,,,,2,0,2,1,2,0,0,0,0,,1,0,"30,41",,,,1,,,,,,,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,5,0,2008,,4,2,0,0,1,1992,1993,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Johnson,JayThomas#168950",Serial-Twomurders,1,1,1,0,2,US,MN,Hennepin,Minneapolis,1,1967,10/20/1967,,23,23,20,0,7/31/1991,8/10/1991,8.6,4.11,Anger-Revenge,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,2,,0,0,23,23,0,2,0,3,1,0,Shoot,,,,1,2,0,1,2,0,0,0,0,56,1,0,"21,48",,,,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,,1,0,0,0,0,0,0,0,,1,,0,,2/21/1992,0,0,1,0,2,0,,,,2,2,2,0,1991,1991,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,Victim'sweregay,,0,2
"Johnson,JohnWayne",Serial-Twomurders,1,2,0,0,2,US,LA,"Jefferson,Orleans","Harvey,Algiers",1,1952,7/28/1952,,21,51,20,0,5/3/1974,1/8/2004,6.1,1.12,FinancialGain-Robbery-Retail,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Criminal,1,1,21,21,0,2,0,3,,0,Shoot,,,,1,2,0,1,2,0,0,0,0,,1,0,"50,58",,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,1/8/2004,0,0,1,0,3,,,,,2,1,1,30,1974,2004,0,1,0,0,1,0,0,0,0,0,0,0,1900,1970,,,0,2
"Johnson,JohnnyRay",Serial,1,2,0,0,4,US,TX,"Harris,Travis","Houston,Austin",1,1957,8/2/1957,US-TX-TravisCounty,37,37,30,0,1994,4/28/1995,1.3,3.01,Enjoyment-Rape,68,6,,,3,,,,,,10,GED,,,,,0,,,,,0,,,,,,,,,,,,,1,1,1,,,,,,,1,,,,,,1,Forkliftoperator,1,1,37,37,0,"1,5",1,,0,0,"Bludgeon,Strangle",,,,2,0,4,,,,,,,,1,0,"40,41",,,,1,0,0,1,0,0,0,0,,1,0,0,0,0,,,1,0,0,0,0,0,0,0,,2,,,,1995,0,0,1,0,3,1,2/12/2009,0,1,4,4,1,1,1994,1995,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,4
"Johnson,JustinAlbert#79242",Serial-Twomurders,1,2,0,0,2,US,MS,Noxubee,Brooksville,1,1956,6/11/1956,,34,35,30,0,9/15/1990,5/2/1992,7.5,3.01,Enjoyment-Rape,71,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,34,34,0,5,1,,0,0,Strangle,,,,2,0,2,2,0,2,0,0,0,,0,1,"3,3",,,,1,0,1,,,,,0,,0,0,0,0,0,,,0,0,0,0,1,0,0,0,,,,,,2/4/2008,0,0,1,0,2,0,,,,2,2,2,2,1990,1992,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Johnson,Leonard#169446",Serial-Organizational-DrugEnterprise,1,2,0,0,10,US,MI,Wayne,Detroit,1,1960,1/15/1960,,29,29,20,1,4/4/1989,12/17/1989,10.1,8.1,Criminal-Drugenterprise,69,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,1,,1,1,29,29,0,2,0,3,,1,Shoot,"Jenkins,John;Johnson,Leonard;Smith,Bennie",Gang,1,3,9,1,2,0,10,0,0,0,,1,0,"17,22,23,24,24,25,25,30,31,45",,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,,0,,,0,0,,0,2,0,,,,10,,2,0,1989,1989,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,1,6+
"Johnson,MarthaAnn(Bowen)",Serial,2,1,0,0,4,US,GA,"Fulton,DeKalb",Clayton,1,1955,2/4/1955,US-GA,22,27,20,0,9/25/1977,2/21/1982,5,4.11,Anger-Revenge,61,2,,,0,,,,,,,,78,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,22,22,0,8,1,,0,0,Smother,,,,3,2,2,1,4,0,0,0,0,1,0,1,"0,2,2,11",,,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,,,,7/3/1989,0,0,1,0,3,0,,,,4,2,3,5,1977,1982,0,0,0,1,1,0,0,0,0,0,0,0,1900,1970,,,0,4
"Johnson,MatthewSteven#91492",Serial,1,2,0,0,3,US,CT,Hartford,Hartford,1,1963,5/24/1963,,36,38,30,0,4/16/2000,7/22/2001,1.1,3.01,Enjoyment-Rape,,,,,,,,,,,,,69,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,36,36,0,"1,5",1,0,0,0,"Bludgeon,Strangle",,,,2,0,3,7,0,1,2,0,0,6,1,0,"32,33,37",,,,1,0,,0,1,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,1,,,,1/2/2002,0,0,0,0,2,0,,,,3,0,3,1,2000,2001,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,3
"Johnson,Melvin",Serial,1,2,0,0,4,US,IL,Cook,Chicago,1,1958,,,26,30,20,1,10/31/1984,1988,8.34,3.01,Enjoyment-Rape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,3,,1,1,26,26,0,"4,5,8",1,,0,0,"Stab,Strangle,Smother",,,,2,0,3,2,0,4,0,0,0,,1,1,"9,12,25,46",,,,1,0,1,,,,0,0,,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,,,,,,0,0,0,0,2,0,7/20/2003,0,4,4,0,0,4,1984,1988,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,4
"Johnson,MichaelA.",Serial,1,2,0,0,4,US,IL,Cook,Chicago,1,1986,,,22,24,20,0,11/23/2008,5/16/2010,1.1,3.01,Enjoyment-Rape,75,,,,0,,,,,,12,Diploma,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Canvasser,,0,22,22,0,5,1,,0,0,Strangle,,,,2,0,4,2,0,4,0,0,0,,1,0,"29,30,30,38",,,,1,0,1,0,1,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,5/27/2010,0,0,0,0,,,,,,4,,,2,2008,2010,1,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,4
"Johnson,MichaelJeffrey",Serial-Twomurders,1,1,1,1,2,US,"OH,FL","Summit,Volusia","Akron,Pierson",1,1958,8/17/1958,,26,31,20,1,12/29/1984,6/3/1990,5,4,Anger,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,0,1,1,,0,0,Bludgeon,,,,2,0,2,1,2,0,0,0,0,,1,0,"26,36",,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,,1,0,0,0,1,0,0,0,,2,,1,,6/29/1990,0,0,1,0,2,0,,,,2,2,2,6,1984,1990,0,0,1,1,0,0,0,0,0,0,0,0,1900,1980,,,0,2
"Johnson,Milton#A15347",Serial,1,2,0,0,17,US,IL,Will,"Joliet,HomerTownship,ParkForest",1,1950,5/15/1950,,33,33,30,0,6/25/1983,8/25/1983,8.33,3.01,Enjoyment-Rape,69,9,3,19,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,33,33,0,"2,4",1,3,1,0,"Shoot,Stab",,,,3,7,10,1,17,0,0,0,0,567,1,1,"18,19,22,24,25,29,32,34,39,40,46,50,66,67,75,82",,,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,2,,0,,3/9/1984,0,0,0,0,3,,,,,17,0,5,0,1983,1983,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,6+
"Johnson,PaulBeasley#019513",Spree,1,1,1,0,3,US,FL,Polk,"WinterHaven,Lakeland",1,1949,7/8/1949,,31,31,30,0,1/8/1981,1/9/1981,8.32,1.13,FinancialGain-Robbery-RandomStreet,69,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,31,31,0,2,0,3,,0,Shoot,,,,1,3,0,,2,,0,0,,,1,0,"21,27",,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,,,0,,1981,0,0,0,1,3,,,,,3,0,3,0,1981,1981,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,3
"Johnson,PaulDavid#120942",Serial-Twomurders,1,1,1,0,2,US,TN/FL,"Washington,Volusia","Gray,DaytonaBeach",1,1945,9/18/1945,,39,43,30,0,1984,8/26/1989,5.1,4.11,Anger-Revenge,69,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,Exterminator,1,1,39,39,0,"1,2",1,3,1,0,"Bludgeon,Shoot",,,,2,0,2,1,2,0,0,0,0,,1,0,26,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,,0,,1989,0,0,1,0,2,0,,,,2,2,2,5,1984,1989,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,2
"Johnson,Peyton",Serial-Team,1,2,0,0,15,US,AL,Jefferson,Birmingham,1,,,,,,,,11/28/1919,10/22/1923,6,1.12,FinancialGain-Robbery-Retail,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,3,0,1,Axe,Glover;Jackson;Jackson;Johnson;Reed,Gang,3,3,10,4,3,14,1,0,0,0,,1,0,"22,26,29,31,34.36,38,40,65,67",,,8,0,0,,,,,,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1,,0,,1/6/1924,0,0,1,0,,,,,,15,8,1,4,1919,1923,0,0,0,0,0,0,0,0,0,1,1,0,1900,1910,,,0,6+
"Johnson,RaymondEugene#207742",Serial-Twoevents,1,2,0,0,3,US,OK/MO,"Tulsa,Cleveland","Tulsa,Muskogee",1,1974,3/26/1974,,21,33,20,0,9/11/1995,6/23/2007,3.5,4.11,Anger-Revenge,65,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,1,,1,1,21,21,0,"1,2,11",1,3,,0,"Bludgeon,Shoot,Fire",,,,3,1,2,2,0,3,0,0,0,,1,1,"<1,24,26",,,,0,0,1,1,0,,,0,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,0,,2007,0,0,1,0,3,,,,,3,2,3,12,1995,2007,0,1,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,3
"Johnson,Ronnie#440701",Serial-Twomurders+oneattempt,1,2,0,0,2,US,FL,Miami-Dade,Miami,1,1961,2/23/1961,,28,28,20,1,3/11/1989,3/20/1989,6.1,1.55,FinancialGain-ContractKiller,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,0,2,0,3,1,0,Shoot,,,,3,1,1,2,0,2,0,0,0,,1,0,"30,51",,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1,,0,,4/1/1989,0,0,0,0,3,,,,,2,0,2,0,1989,1989,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,1,2
"Johnson,RussellMaurice",Serial,1,1,1,1,7,Canada,Ontario,,"London,Guelph",0,1947,,,26,30,20,1,10/19/1973,7/16/1977,7.2,3.01,Enjoyment-Rape,73,,,,0,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,1,0,4,1,,,1,Stockclerk,1,,26,26,0,"4,5,8",1,0,0,0,"Stab,Strangle,Smother",,,,2,0,7,1,7,0,0,0,0,56,1,0,"22,22,23,28,42,49",,,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,,1,,7/28/1977,0,0,1,2,1,0,,,,7,7,0,4,1973,1977,0,0,0,0,1,0,0,0,0,0,0,0,1900,1970,,BedroomStrangler,0,6+
"Johnson,ShawnAnthony",Serial-Team-Twomurders,1,2,0,0,2,US,MD,AnneArundel,GlenBurnie,1,1992,9/18/1992,,17,18,10,0,8/9/2010,11/12/2010,6.1,1.12,FinancialGain-Robbery-Retail,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,0,2,0,3,1,1,Shoot,"Bunner,Vincent;Johnson,ShawnAnthony",,1,1,2,0,7,,,1,,,,1,0,"20,48",,,,0,0,1,0,1,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,1,,,,2010,0,0,0,0,50yrs,0,,,,2,0,1,0,2010,2010,1,0,0,0,0,0,0,0,0,0,0,0,2000,2010,,,0,2
"Johnson,Steve",Serial,1,2,0,0,3,US,FL,Pinellas,St.Petersburg,1,1948,,,15,15,10,0,1963,1963,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,0,5,1,,0,0,Strangle,,,,2,0,3,1,3,0,0,0,0,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2004,,,3,,,0,1963,1963,0,0,0,0,0,1,0,0,0,0,0,0,1900,1960,,,0,3
"Johnson,Stressla",Serial-Twomurders,1,2,0,0,2,US,OR,Multnomah,Portland,1,1957,4/9/1957,,29,30,30,1,3/13/1987,10/9/1987,7.2,3.01,Enjoyment-Rape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,29,29,0,5,1,,0,0,Strangle,,,,2,0,2,2,0,2,0,0,0,,1,0,"33,51",,,,1,0,0,0,1,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,,0,0,,0,2,0,,,,2,,2,0,1987,1987,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,2
"Johnson,Thomas#027891",Serial-Twomurders,1,2,0,0,2,US,FL,Hendry,Clewiston,1,1943,7/3/1943,,44,48,40,0,9/12/1987,5/1/1992,,,,69,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,44,44,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1/23/2003,,,2,,2,5,1987,1992,0,0,1,1,0,0,0,0,0,0,0,0,1900,1980,,,0,2
"Johnson,Timothy",Serial-Organizational-Gang,1,2,0,0,4,US,CA,LosAngeles,LosAngeles,1,1970,,,,34,,,,2004,10.3,8,GangActivity,,1,,,0,,2,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,,2,0,3,,1,Shoot,"Allen,Michael;Johnson,Cleamon;Johnson,Timothy",Gang,1,1,4,0,2,0,4,0,0,0,,1,0,,,,,0,0,1,,,,,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,1,,,,,0,0,0,0,5,0,11/25/2007,0,7,4,0,1,,,2004,0,1,1,1,0,0,0,0,0,0,0,0,1900,,,,1,4
"Johnson,Tivan#123855",Serial-Team-Twomurders,1,2,0,0,2,US,FL,Miami-Dade,,1,1970,11/9/1970,,20,20,20,0,5/25/1991,6/13/1991,6.1,1.12,FinancialGain-Robbery-Retail,71,,,,0,,,6,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,1,1,1,2,,,,1,Restaurant-Cook,1,1,20,20,0,2,0,3,1,1,Shoot,"Cooper,Albert;Johnson,Tivan",,1,1,2,0,1,2,0,0,0,0,,1,0,"30,36",,,,0,0,1,1,,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,1,,,,6/14/1991,0,0,1,0,3,0,,,,2,2,2,0,1991,1991,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Johnson,Vincent#01A2526",Serial,1,2,0,0,6,US,NY,Kings,NYC-Brooklyn,1,1969,1/6/1969,,30,31,30,0,8/26/1999,6/7/2000,1.1,3.01,Enjoyment-Rape,63,6,,,3,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,3,,2,,1,0,,0,,,1,Unemployed(homeless),1,1,30,30,0,5,1,1,0,0,Strangle,,,,2,0,6,7,0,4,2,0,0,56,1,0,"21,26,34,35,43,49",,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,2,0,0,,8/5/2000,0,0,1,0,2,0,,,,6,5,2,1,1999,2000,0,1,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,6+
"Johnson,VincentAllen",Serial,1,2,0,0,3,US,OK,"Oklahoma,Haskell,Pittsburg",Stigler,1,1958,9/1/1958,,20,32,20,0,1979,2/8/1991,11,11,Multiplemotives,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,1,,,,20,20,0,2,0,3,1,0,Shoot,,,,3,1,1,7,1,1,,,,,1,0,"44,49",,,,0,0,1,0,1,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,1,,,,,0,0,1,0,3,1,5/29/2001,0,1,3,2,2,12,1979,1991,0,0,1,1,1,0,0,0,0,0,0,0,1900,1970,,,0,3
